dataset,fraction_label,model,mode,n,psnr_full_mean,psnr_full_std,psnr_patch_mean,psnr_patch_std,ssim_full_mean,ssim_full_std,ssim_patch_mean,ssim_patch_std,lpips_full_mean,lpips_full_std,lpips_patch_mean,lpips_patch_std
imagenetv2,50,vqgan,orthogonal,10000,13.123669350980231,1.3882399689718479,10.423575257202138,1.406216770943371,0.3842301780007779,0.07056613993856756,0.09679757027998562,0.047763107556679396,0.4767234619140625,0.048840875845442604,0.6494456787109375,0.06845865502655712
imagenetv2,50,vqgan,random_uniform,10000,14.837387926658531,1.857363336417955,12.510430551295691,1.984118476443684,0.4314441207677126,0.12801966174510765,0.2586110900439322,0.13637776326171228,0.557419189453125,0.05525540181251173,0.822161474609375,0.07383463739072522
imagenetv2,50,vqgan,farthest,10000,6.3903794325092385,1.0403421373138984,3.639093225852403,1.0667227944515898,0.24718856366127726,0.06126148677193974,0.0468714165865138,0.049290589278417805,0.667299951171875,0.06176291632098066,0.82242158203125,0.07498107113212153
imagenetv2,75,llamagen,closest,10000,21.54905568344824,2.574321711906532,20.65488059312006,2.5780896160604994,0.6937402803182602,0.09929353624476697,0.6382836583286524,0.11407877178652397,0.13879834747314454,0.036233548890932714,0.1554145965576172,0.04023480022515699
imagenetv2,75,llamagen,orthogonal,10000,11.739485948696942,1.5086266906378643,10.819219812402956,1.5301399146915435,0.22161337792538102,0.06351086432022478,0.1209617183395661,0.051214298909198916,0.61265263671875,0.05441141623040967,0.669994580078125,0.06010289332511452
imagenetv2,75,llamagen,random_uniform,10000,11.770338465919199,1.5443554299957831,10.846568393345445,1.5662108179709182,0.23054913697540755,0.06638320436698338,0.1303819267588667,0.05507846840697196,0.608359765625,0.05379455238676548,0.6657318115234375,0.05950154229355385
imagenetv2,75,llamagen,farthest,10000,7.441028817201189,1.5129478402620458,6.4454870710429075,1.540652727486377,0.12041582414442668,0.03944833097473855,0.015369317458960688,0.024038923280681267,0.7212212646484375,0.0709280581668198,0.7801706298828125,0.07826999485156023
imagenetv2,75,vqgan,closest,10000,20.780362348872657,2.6439080302351115,20.05419633617448,2.6267817919117324,0.6331988427788019,0.10722798783613205,0.5813023433804512,0.11790354054824356,0.20822242431640625,0.05165956932973906,0.23239321899414062,0.05739756232457309
imagenetv2,75,vqgan,orthogonal,10000,10.911483904222871,1.262710978676563,10.005010147858306,1.2804372262305208,0.17829289384447033,0.057634986590804786,0.08918940436169501,0.04067704207563035,0.644948779296875,0.06308038442472405,0.690695166015625,0.06794509477076834
imagenetv2,75,vqgan,random_uniform,10000,12.793963948417195,1.8767650508292817,12.04239859667704,1.949808416301052,0.31047461167201396,0.13412675455612408,0.2701337976025417,0.13502920302700666,0.785207666015625,0.066038634476942,0.8760278076171875,0.0727943046931816
imagenetv2,75,vqgan,farthest,10000,4.495973775797015,1.0675680345922596,3.601230648580252,1.0873760295147368,0.09118019238364646,0.04547630309516355,0.044466395502195485,0.04786255342943673,0.831616796875,0.07381630091419272,0.854040283203125,0.07401598945655861
